id_empresa,ciudad,sector,antiguedad_empresa,distancia_centro,productividad,numero_trabajadores,salario_promedio,rotacion_personal,crecimiento_nomina,numero_servicios,indice_formalizacion,indice_digitalizacion,indice_competencia,satisfaccion_servicio,aporte_mensual
5105,Bogotá,Profesionales,53.7,42.7,81.4,101,5.43,7.7,3.1,2,91.4,74.1,45.8,7.2,32609179.0
5106,Medellín,Salud,24.0,60.99,55.7,10,3.32,15.7,-0.2,0,71.9,64.8,30.9,5.8,7194987.0
5107,Medellín,Profesionales,4.3,18.14,78.2,21,5.1,17.4,0.3,1,74.2,72.9,76.1,5.9,12962121.0
5108,Bogotá,Profesionales,37.6,41.41,55.0,13,4.72,8.0,-2.2,1,63.4,68.9,54.3,5.4,13592256.0
5109,Barranquilla,Agricultura,2.5,58.34,35.6,2,2.64,31.1,6.7,2,46.5,41.6,30.6,6.1,4064353.0
5110,Cali,Salud,41.5,59.19,55.3,2,3.36,12.6,3.7,0,74.8,63.5,55.8,6.4,7027796.0
5111,Barranquilla,Manufactura,3.1,77.5,57.6,20,4.68,26.5,0.1,1,64.4,67.8,65.9,7.2,9968881.0
5112,Medellín,Información,2.7,67.05,71.4,11,5.47,17.1,9.8,2,66.7,78.2,6.7,5.9,10519532.0
5113,Manizales,Manufactura,15.9,73.23,53.8,43,3.53,3.0,13.7,3,68.3,61.5,82.5,7.1,14081432.0
5114,Bogotá,Profesionales,2.4,15.6,71.7,3,5.29,8.0,4.8,0,63.7,75.6,23.2,4.8,7723303.0
5115,Bogotá,Comercio,7.5,68.2,63.0,24,3.3,31.3,8.0,2,75.7,73.2,57.9,6.7,11062008.0
5116,Manizales,Comercio,6.9,12.7,48.5,21,2.8,33.9,5.0,3,58.9,61.2,64.2,7.6,8340832.0
5117,Bogotá,Comercio,23.0,2.54,54.2,87,4.13,31.0,7.9,1,69.7,77.2,99.5,6.7,27919110.0
5118,Pereira,Salud,7.4,22.51,58.5,5,4.8,10.0,3.1,1,59.4,62.3,19.5,6.2,7288897.0
5119,Bogotá,Manufactura,14.4,71.79,76.8,3,3.92,22.4,5.5,1,75.9,66.5,9.1,6.3,8798790.0
5120,Bogotá,Información,11.5,2.17,76.1,5,4.37,14.0,3.5,1,85.9,81.6,26.7,7.0,10199336.0
5121,Medellín,Comercio,10.8,13.8,67.4,9,3.66,17.6,1.4,1,75.0,72.4,72.5,5.3,9305388.0
5122,Barranquilla,Comercio,11.5,45.94,47.1,8,3.1,29.6,2.2,0,51.5,61.7,76.1,4.9,5167419.0
5123,Bogotá,Transporte,15.6,27.08,53.5,30,4.14,18.3,2.0,1,63.5,65.0,66.2,5.6,10956518.0
5124,Otras,Manufactura,6.2,19.6,71.3,5,4.63,17.3,12.7,0,73.3,55.0,92.1,5.5,8426237.0
5125,Cali,Construcción,7.7,9.53,56.7,11,4.25,25.1,5.3,1,55.7,63.0,63.3,6.5,7902252.0
5126,Manizales,Comercio,4.1,66.36,66.2,12,3.02,30.9,3.2,0,65.0,71.5,46.3,5.9,7948146.0
5127,Medellín,Energía,13.5,21.16,63.6,38,5.01,4.0,6.2,1,77.8,71.6,1.6,6.0,20705975.0
5128,Medellín,Financiero,3.4,3.24,66.7,36,4.63,9.5,3.8,1,80.1,63.2,38.3,6.6,14918831.0
5129,Medellín,Comercio,8.1,10.15,53.8,7,3.65,20.7,4.4,3,62.6,71.4,95.5,6.6,7859893.0
5130,Pereira,Construcción,2.9,14.95,45.9,18,3.32,29.9,3.0,1,57.0,53.6,11.7,6.1,7170876.0
5131,Cali,Salud,35.7,19.26,63.5,43,4.58,12.3,4.0,2,67.3,60.3,22.5,5.9,15163350.0
5132,Cali,Financiero,15.9,47.91,75.4,3,5.39,7.0,2.9,0,81.8,70.2,70.0,6.7,9652620.0
5133,Cali,Comercio,19.5,0.04,48.0,25,3.86,30.4,8.0,4,62.8,57.3,40.7,7.0,9943689.0
5134,Medellín,Manufactura,12.7,78.45,64.4,13,4.3,14.4,10.2,1,82.9,62.3,46.2,5.1,10477608.0
5135,Bogotá,Comercio,6.9,35.04,58.9,1,4.74,25.9,2.6,2,61.1,70.4,56.0,7.3,6897189.0
5136,Barranquilla,Manufactura,4.8,56.52,65.7,43,3.9,23.5,9.1,4,75.0,61.9,70.3,7.4,15645948.0
5137,Bogotá,Manufactura,4.9,19.29,52.7,33,5.24,20.0,25.8,3,56.5,55.2,90.8,8.0,13421020.0
5138,Bogotá,Información,4.5,73.12,68.8,7,4.76,11.9,5.7,0,64.7,72.7,41.8,6.6,8442002.0
5139,Barranquilla,Comercio,3.2,64.15,43.4,3,4.35,23.5,2.4,0,62.1,57.4,52.3,6.1,5150776.0
5140,Otras,Manufactura,1.7,68.54,54.7,8,3.77,23.4,-0.1,2,54.3,52.0,63.6,7.9,6460883.0
5141,Pereira,Manufactura,9.3,39.03,55.4,27,4.63,17.6,15.7,0,55.2,61.3,3.9,6.4,10365933.0
5142,Bogotá,Comercio,15.1,25.96,52.4,16,2.99,28.6,15.6,2,65.0,71.2,31.7,6.5,8895481.0
5143,Bogotá,Manufactura,7.4,40.53,72.1,9,4.35,18.1,9.2,0,71.6,77.1,99.0,6.1,9389990.0
5144,Otras,Información,12.8,60.46,66.2,4,3.85,10.9,8.6,0,70.4,63.6,57.6,6.1,7985537.0
5145,Bogotá,Comercio,13.3,44.8,62.5,7,3.36,28.8,6.5,0,70.6,65.1,97.7,6.1,8001702.0
5146,Bogotá,Comercio,17.0,78.96,68.4,9,3.72,22.6,4.3,0,73.1,74.1,16.1,5.4,8821749.0
5147,Pereira,Construcción,6.4,29.16,55.4,16,3.52,19.2,1.5,2,58.6,60.2,20.7,8.2,8180002.0
5148,Bogotá,Comercio,17.3,63.39,38.4,7,3.59,29.3,1.8,0,69.5,57.0,34.7,6.0,5909588.0
5149,Medellín,Información,4.8,42.28,66.6,23,5.05,14.8,0.2,1,64.9,74.6,69.6,7.0,11507278.0
5150,Medellín,Manufactura,11.4,24.61,69.1,9,3.27,21.3,5.6,1,73.4,68.6,76.3,6.2,9338825.0
5151,Medellín,Información,9.5,53.34,89.4,4,4.88,12.4,0.9,2,70.6,84.3,41.6,7.9,10371767.0
5152,Medellín,Manufactura,5.0,59.64,73.6,55,3.85,18.6,13.8,4,60.9,77.0,11.6,7.9,17239705.0
5153,Barranquilla,Hoteles,4.6,27.6,55.5,3,3.75,35.2,4.9,1,53.7,49.7,70.4,5.9,5626971.0
5154,Medellín,Manufactura,29.4,64.76,61.6,33,3.48,14.7,11.7,0,78.3,72.8,83.0,7.0,12706809.0
5155,Medellín,Comercio,18.3,75.09,51.8,88,3.85,15.1,5.4,3,73.3,58.4,50.9,7.1,20250896.0
5156,Bogotá,Transporte,20.6,29.07,72.4,20,4.09,21.3,9.6,0,75.5,63.7,17.9,6.5,11058550.0
5157,Bucaramanga,Información,17.4,73.38,78.9,31,4.9,20.1,7.8,1,73.7,80.1,19.6,5.6,15198760.0
5158,Bogotá,Información,15.6,10.4,72.2,2,5.85,17.7,7.9,1,59.8,81.8,78.6,7.4,8292034.0
5159,Manizales,Transporte,31.4,15.47,57.4,4,3.17,19.0,3.4,2,62.3,58.0,85.2,6.5,7160732.0
5160,Bogotá,Manufactura,8.6,45.43,57.3,38,4.33,13.6,4.2,1,65.2,62.7,94.4,5.4,12526509.0
5161,Otras,Construcción,10.4,53.92,56.8,15,3.75,21.3,5.9,1,58.1,44.9,39.6,6.2,7559030.0
5162,Bogotá,Hoteles,11.2,13.3,56.1,2,3.13,30.2,11.9,1,64.0,60.7,16.4,6.3,6647046.0
5163,Pereira,Transporte,5.1,14.02,65.9,10,3.2,19.0,-0.4,3,77.6,63.3,45.4,7.8,9494431.0
5164,Medellín,Salud,9.0,15.14,73.8,24,4.71,17.0,9.5,1,66.5,79.1,9.0,6.9,12681805.0
5165,Cali,Salud,9.0,9.34,58.7,67,4.23,15.8,8.2,0,62.2,60.7,90.3,6.4,16940778.0
5166,Cali,Financiero,9.6,29.24,69.7,3,5.46,6.0,6.6,3,72.9,73.7,93.4,7.4,9540763.0
5167,Bucaramanga,Hoteles,8.3,30.24,49.4,29,3.35,26.4,-5.2,0,63.6,59.9,3.5,6.4,8793702.0
5168,Medellín,Salud,14.9,9.81,57.8,8,4.3,16.4,2.3,1,66.6,64.6,53.5,6.6,7796646.0
5169,Bogotá,Comercio,17.3,60.78,52.9,6,3.64,33.8,3.9,0,58.3,65.8,77.4,6.6,6107195.0
5170,Bogotá,Comercio,2.8,61.48,57.4,39,3.57,27.0,10.0,0,63.5,78.8,77.5,5.7,11467701.0
5171,Cali,Comercio,8.9,79.2,52.2,35,2.91,27.8,6.6,1,72.3,72.1,58.4,5.6,10640978.0
5172,Cali,Agricultura,9.2,13.21,54.6,2,2.56,23.6,-3.5,2,57.0,57.6,35.1,5.1,6206404.0
5173,Pereira,Comercio,7.0,78.92,53.3,7,3.36,24.2,11.9,1,64.1,56.7,3.5,6.9,7368410.0
5174,Barranquilla,Comercio,3.9,22.77,38.5,11,3.01,27.8,11.7,1,52.9,46.9,11.1,5.9,5949816.0
5175,Bogotá,Financiero,7.5,26.9,82.1,24,4.72,17.7,5.0,0,70.3,82.6,28.5,6.5,12853968.0
5176,Cali,Manufactura,2.7,23.2,64.1,37,4.58,21.8,0.9,1,67.7,61.5,77.0,6.8,13808078.0
5177,Barranquilla,Agricultura,8.8,2.4,46.6,26,2.62,22.4,4.4,4,60.6,59.5,84.3,6.6,8848201.0
5178,Medellín,Información,6.5,43.92,65.3,16,5.05,6.3,13.8,1,63.6,67.3,55.2,7.4,10459854.0
5179,Bogotá,Salud,2.7,75.22,69.6,43,4.11,18.5,7.8,2,64.4,75.7,67.2,7.6,15194568.0
5180,Medellín,Manufactura,8.0,65.39,67.9,35,4.19,22.8,-0.6,0,67.0,76.2,64.5,6.0,12947728.0
5181,Manizales,Agricultura,10.7,32.74,38.6,10,2.78,22.9,1.2,2,51.5,51.4,23.5,7.4,5633181.0
5182,Medellín,Comercio,5.8,76.75,65.1,3,3.05,37.5,0.2,0,64.5,59.2,58.9,6.6,8187651.0
5183,Medellín,Manufactura,4.8,20.3,59.5,34,3.74,19.7,0.2,0,59.3,67.5,89.9,6.5,11138870.0
5184,Pereira,Construcción,8.0,77.73,56.2,1,3.92,27.0,3.0,2,60.1,60.0,96.2,6.9,6435989.0
5185,Otras,Construcción,19.4,78.75,48.4,54,2.61,23.0,3.9,0,50.5,35.3,63.7,6.7,10106537.0
5186,Barranquilla,Financiero,2.8,9.76,67.8,1,4.06,13.9,3.7,2,65.4,57.6,30.5,5.7,7657080.0
5187,Bogotá,Manufactura,6.1,4.71,75.4,12,3.9,15.2,15.0,0,75.2,82.0,99.2,5.5,10850838.0
5188,Medellín,Comercio,2.2,68.15,56.1,8,3.55,30.7,2.0,0,61.1,71.0,31.1,5.6,6684232.0
5189,Manizales,Energía,35.0,78.22,76.1,75,5.2,9.7,2.3,1,79.5,61.7,5.8,5.0,24064232.0
5190,Medellín,Comercio,12.0,4.52,51.0,22,3.78,22.0,5.4,2,57.3,67.5,62.2,6.9,9596828.0
5191,Bogotá,Comercio,53.5,69.47,65.4,19,4.05,23.7,6.1,2,80.7,68.8,25.7,6.9,12321367.0
5192,Medellín,Información,20.9,64.33,73.4,15,5.58,0.0,4.5,2,81.7,77.9,46.6,7.0,13211657.0
5193,Bogotá,Transporte,11.3,41.53,64.3,27,4.04,37.3,-0.2,2,60.7,71.6,63.3,5.9,10453118.0
5194,Cali,Construcción,9.7,3.69,57.4,12,4.81,21.0,10.1,0,74.3,78.7,17.8,5.2,9280734.0
5195,Bogotá,Información,52.5,63.36,64.8,10,5.32,11.2,6.3,0,80.8,77.2,28.1,7.1,10276058.0
5196,Barranquilla,Transporte,20.8,59.0,51.3,29,3.51,25.2,7.0,0,56.0,57.8,76.5,6.7,9436887.0
5197,Bogotá,Profesionales,23.5,69.86,71.8,10,5.59,6.5,-0.0,2,69.4,72.4,57.0,5.9,10547057.0
5198,Medellín,Transporte,27.8,21.84,56.1,25,3.95,25.5,17.1,2,73.2,70.2,26.3,7.3,12254124.0
5199,Bogotá,Comercio,11.1,10.91,65.7,15,3.65,28.1,6.5,3,69.6,69.1,61.2,6.6,10220198.0
5200,Pereira,Manufactura,1.7,13.88,59.2,24,4.01,13.1,14.1,2,54.0,57.2,56.0,6.6,10456533.0
5201,Manizales,Profesionales,11.5,75.8,60.1,14,4.44,11.1,8.8,1,72.3,66.2,50.7,7.2,10113776.0
5202,Cali,Comercio,12.1,63.85,57.5,26,2.95,32.3,6.1,0,64.8,63.7,79.3,5.0,8976591.0
5203,Bogotá,Manufactura,4.1,70.63,67.5,32,4.82,20.3,7.0,4,55.6,79.4,82.8,7.6,14581847.0
5204,Bucaramanga,Manufactura,6.1,72.87,68.2,125,4.53,17.9,6.6,3,67.4,67.8,48.8,6.3,30446378.0
5205,Cali,Manufactura,9.6,69.92,46.7,5,4.01,13.6,10.3,2,61.7,49.0,86.9,6.3,6250737.0
5206,Pereira,Transporte,1.0,61.78,51.8,47,3.98,30.2,0.9,2,66.2,68.6,82.6,6.9,13316032.0
5207,Barranquilla,Construcción,38.8,37.83,44.3,3,2.94,22.1,-1.1,1,71.1,55.3,68.6,5.6,7705779.0
5208,Cali,Transporte,8.9,43.9,53.5,15,4.16,14.2,1.7,2,47.4,57.8,46.9,6.7,8168666.0
5209,Cali,Financiero,25.7,9.31,66.4,35,5.23,19.1,10.4,2,64.9,59.7,60.7,6.8,15473760.0
5210,Bogotá,Manufactura,14.3,67.12,67.0,9,4.6,15.6,0.1,1,75.7,72.4,92.4,7.3,9501208.0
5211,Bucaramanga,Comercio,8.9,71.23,60.4,16,3.01,25.8,11.6,3,68.4,56.8,34.9,6.8,9576344.0
5212,Bogotá,Construcción,18.9,12.52,42.8,19,4.19,19.9,9.4,0,57.2,60.8,24.0,6.2,8685284.0
5213,Medellín,Salud,5.0,19.48,64.1,4,2.86,11.6,16.8,1,68.8,69.3,83.4,5.8,8080962.0
5214,Medellín,Salud,13.3,20.78,65.1,14,4.57,19.3,-5.7,2,77.2,76.0,31.4,6.2,10075372.0
5215,Cali,Salud,8.4,62.72,69.5,7,3.98,7.3,12.2,2,65.6,72.2,36.9,7.4,9735978.0
5216,Bogotá,Comercio,60.0,62.98,55.4,29,3.77,20.5,6.8,2,88.0,74.9,25.5,7.4,13649208.0
5217,Bogotá,Manufactura,21.4,23.32,77.7,10,5.09,18.0,12.3,0,71.8,71.6,53.2,6.7,11008758.0
5218,Barranquilla,Agricultura,3.7,53.65,49.0,19,3.22,28.9,6.8,1,57.8,55.4,47.6,6.9,7801368.0
5219,Cali,Información,21.6,18.98,61.3,29,4.55,15.0,-2.1,1,66.6,60.3,38.4,6.3,17049597.0
5220,Medellín,Comercio,5.7,77.38,61.5,3,3.45,29.4,2.5,1,73.4,63.2,57.1,8.4,7240466.0
5221,Bogotá,Transporte,10.7,53.4,73.3,3,4.82,21.4,7.5,2,74.4,66.7,25.4,6.8,9042265.0
5222,Pereira,Manufactura,24.2,10.44,50.9,14,4.04,16.5,10.5,0,67.3,53.5,14.7,5.9,8382347.0
5223,Cali,Agricultura,32.1,44.42,29.1,4,2.6,14.5,-2.0,1,59.2,60.2,86.1,5.2,4398551.0
5224,Bogotá,Salud,8.2,1.57,73.2,14,4.44,19.1,3.7,1,68.5,84.5,35.9,6.5,10239181.0
5225,Medellín,Construcción,29.9,50.71,45.5,26,3.53,21.5,0.8,4,59.9,53.4,69.5,7.8,9202721.0
5226,Barranquilla,Información,7.5,46.88,61.7,64,3.96,15.7,10.6,3,71.1,59.7,35.3,7.2,18431688.0
5227,Bogotá,Profesionales,7.3,58.44,64.2,6,4.86,11.7,0.3,2,68.9,73.6,73.9,8.2,8741590.0
5228,Bogotá,Transporte,20.3,74.56,53.3,23,2.93,22.6,7.4,0,69.6,57.2,46.8,6.2,9256630.0
5229,Cali,Construcción,13.9,66.5,66.4,11,3.48,20.0,11.0,0,69.7,59.9,45.3,7.0,8868380.0
5230,Medellín,Comercio,20.1,59.8,61.9,6,4.11,20.3,-4.6,1,63.7,64.7,52.2,6.9,6937250.0
5231,Bogotá,Información,9.7,16.39,79.8,15,5.27,18.7,8.8,1,76.9,80.5,93.4,6.2,12279793.0
5232,Bucaramanga,Información,4.5,1.42,81.3,21,4.91,17.6,-1.0,2,72.4,65.6,95.7,5.7,12874695.0
5233,Bucaramanga,Información,25.9,33.49,66.5,20,5.14,13.1,10.6,2,70.5,65.3,77.5,6.7,12268718.0
5234,Bogotá,Comercio,37.2,56.03,67.4,16,3.57,26.8,2.8,2,68.1,75.1,71.9,6.6,9973866.0
5235,Otras,Comercio,5.5,31.33,68.1,4,4.14,23.3,3.1,1,64.6,48.7,18.4,5.6,7128098.0
5236,Bogotá,Profesionales,23.0,25.46,74.0,9,4.94,11.6,0.2,1,77.1,77.2,30.2,8.1,9927839.0
5237,Bucaramanga,Hoteles,18.4,60.08,55.1,3,3.19,29.7,3.9,0,62.0,59.6,45.7,6.7,5965973.0
5238,Bogotá,Salud,3.1,72.34,49.6,24,4.26,24.2,6.0,2,63.4,47.0,22.0,7.6,9583606.0
5239,Bogotá,Comercio,8.7,2.35,58.5,18,2.82,40.2,2.8,1,69.4,66.8,97.2,7.3,8327923.0
5240,Pereira,Salud,3.9,1.4,49.4,10,3.35,10.4,9.3,0,54.1,62.2,12.1,5.5,6467806.0
5241,Bogotá,Minas,10.2,23.34,77.0,18,5.44,22.7,-2.0,0,78.6,78.9,90.5,6.3,11903113.0
5242,Cali,Comercio,22.3,79.26,53.0,60,2.55,25.9,13.4,1,60.3,57.1,82.6,6.2,12431529.0
5243,Pereira,Hoteles,3.4,24.33,57.6,10,2.96,29.6,12.9,2,58.1,65.7,45.5,6.8,7850240.0
5244,Bogotá,Hoteles,14.5,31.29,62.9,11,2.52,18.7,8.2,2,77.4,67.4,94.1,6.5,8974883.0
5245,Bogotá,Profesionales,5.7,4.14,78.9,65,4.76,19.8,9.2,2,70.8,78.5,3.1,7.1,21165763.0
5246,Manizales,Profesionales,15.1,70.88,72.6,38,4.47,9.5,9.7,0,72.0,68.7,68.6,5.7,15247115.0
5247,Cartagena,Información,6.0,73.72,63.2,15,4.84,17.6,8.0,0,70.5,69.8,13.6,4.8,9786220.0
5248,Medellín,Hoteles,17.5,33.58,42.6,14,3.21,20.5,9.2,1,63.7,59.8,66.6,7.0,7407458.0
5249,Bogotá,Comercio,15.0,53.39,61.5,19,4.22,33.2,1.5,1,65.8,73.3,44.7,7.5,9595773.0
5250,Cali,Financiero,9.0,15.76,72.8,3,4.45,8.5,6.5,1,63.8,73.1,43.2,6.8,8306685.0
5251,Cartagena,Construcción,4.4,18.62,51.8,18,2.96,25.1,-1.9,1,51.2,58.5,13.8,6.8,6924491.0
5252,Manizales,Manufactura,12.5,36.34,75.2,41,4.1,14.0,12.1,2,79.5,65.8,15.5,6.6,15834366.0
5253,Bogotá,Información,10.4,34.54,77.9,11,4.76,17.3,5.7,1,69.8,73.3,16.9,6.8,10742538.0
5254,Cali,Construcción,9.8,75.72,52.3,7,3.35,23.4,5.6,3,66.4,57.7,48.3,8.1,7295035.0
5255,Bogotá,Profesionales,22.8,6.42,80.8,14,4.62,14.7,10.4,2,84.5,79.5,75.7,5.5,13319811.0
5256,Bogotá,Profesionales,7.4,68.99,79.2,15,4.44,20.9,10.5,1,64.7,69.2,30.4,6.3,10886164.0
5257,Bucaramanga,Comercio,7.1,56.57,44.3,26,3.38,31.8,0.2,0,54.3,59.4,57.2,4.7,7617270.0
5258,Cali,Hoteles,10.1,74.42,43.6,15,3.53,30.0,-2.3,0,61.0,51.7,87.0,5.9,6192372.0
5259,Pereira,Profesionales,5.7,27.37,53.6,17,4.21,10.4,17.4,1,62.3,63.6,7.2,6.2,13464092.0
5260,Cali,Comercio,13.7,8.48,49.5,5,4.62,33.3,9.8,2,70.9,61.2,40.0,6.4,7610578.0
5261,Medellín,Agricultura,6.8,68.49,59.3,3,4.04,24.7,3.4,0,68.0,60.0,29.5,6.2,6239210.0
5262,Cali,Minas,3.2,35.18,72.3,6,5.43,16.1,-2.2,1,82.6,66.1,4.4,7.4,9526713.0
5263,Cali,Información,12.8,10.79,55.2,13,4.49,14.0,3.1,1,58.7,58.2,65.6,6.2,8304577.0
5264,Bucaramanga,Comercio,7.9,4.58,47.8,2,3.4,35.0,5.2,0,54.6,63.3,60.4,6.0,4988022.0
5265,Pereira,Información,18.9,76.71,77.5,12,4.6,6.0,10.6,1,71.8,62.3,96.9,6.5,11058852.0
5266,Bogotá,Comercio,8.2,18.83,49.1,5,3.53,25.5,-5.5,3,65.1,60.9,14.6,7.3,6809581.0
5267,Cali,Manufactura,3.3,66.8,48.9,16,3.85,16.1,2.6,1,54.7,67.3,43.0,5.8,7749537.0
5268,Bogotá,Transporte,2.3,5.2,58.6,10,4.96,16.4,-4.4,0,56.1,72.1,75.2,7.4,7320046.0
5269,Bogotá,Construcción,14.3,37.54,64.5,19,4.92,23.4,-3.4,1,70.5,71.2,61.2,6.3,10423788.0
5270,Bogotá,Minas,16.1,71.59,66.6,15,5.31,13.6,8.4,2,69.2,77.2,4.5,6.0,11222913.0
5271,Barranquilla,Información,23.9,37.79,66.3,50,4.43,8.0,11.0,4,74.5,76.4,19.1,7.8,18228050.0
5272,Medellín,Comercio,38.1,23.42,49.9,4,3.62,15.8,14.8,0,67.2,55.3,1.3,6.9,7973245.0
5273,Bogotá,Energía,13.2,36.12,94.8,16,6.02,10.8,3.8,0,93.2,80.2,76.4,6.0,20386522.0
5274,Bogotá,Manufactura,11.0,15.35,55.4,90,3.88,22.2,9.2,3,58.3,62.4,94.0,7.0,20391589.0
5275,Bogotá,Agricultura,8.6,21.06,43.2,5,2.88,34.0,23.0,1,61.2,73.0,46.3,5.7,6216075.0
5276,Cali,Construcción,12.0,36.75,51.2,6,3.89,23.7,-0.6,2,60.9,61.5,91.9,6.3,6867111.0
5277,Bogotá,Comercio,6.2,45.22,64.8,15,3.91,23.4,3.6,2,75.2,59.3,20.6,6.3,9498295.0
5278,Cali,Manufactura,14.9,8.34,66.7,53,4.22,14.7,7.8,0,82.4,62.3,35.3,6.0,16901165.0
5279,Bogotá,Información,27.0,16.13,78.4,18,4.89,12.2,3.1,0,71.7,86.6,92.4,7.1,12345622.0
5280,Pereira,Manufactura,1.8,16.55,66.4,11,4.36,23.8,8.4,2,74.4,59.7,23.4,7.2,9651754.0
5281,Bogotá,Profesionales,12.0,9.02,68.3,9,5.25,17.0,3.0,0,65.3,68.2,32.8,5.2,8591304.0
5282,Otras,Hoteles,2.7,23.53,39.7,17,3.22,36.3,-3.6,2,49.8,50.5,88.6,6.7,6369941.0
5283,Bogotá,Comercio,32.1,4.94,76.1,72,4.07,19.2,20.6,3,89.0,74.7,25.2,7.3,23804796.0
5284,Bucaramanga,Manufactura,17.3,32.46,50.9,2,3.91,15.4,9.5,1,56.6,71.7,87.9,7.8,6312730.0
5285,Bogotá,Transporte,8.0,44.78,57.6,17,4.63,19.2,11.3,5,67.2,64.1,26.1,8.5,11031727.0
5286,Medellín,Agricultura,13.1,7.23,42.7,16,2.61,19.2,16.9,0,56.1,58.1,12.5,5.2,7083807.0
5287,Bogotá,Construcción,53.7,75.04,57.6,30,4.17,14.0,1.8,1,76.9,68.7,89.4,6.5,12398560.0
5288,Medellín,Manufactura,10.8,7.77,67.4,13,3.02,18.3,-1.4,1,68.8,76.9,98.3,6.1,9322977.0
5289,Manizales,Manufactura,6.7,79.41,42.8,78,3.61,23.4,11.0,1,63.5,57.4,28.6,5.8,16925678.0
5290,Bogotá,Transporte,28.4,6.84,52.5,7,3.35,14.4,6.6,3,69.3,55.1,80.2,7.3,8029297.0
5291,Cali,Transporte,2.5,20.95,53.3,13,3.48,21.1,12.4,1,63.3,50.9,88.2,6.4,7421203.0
5292,Bucaramanga,Energía,35.0,45.71,76.2,17,4.77,1.9,0.3,1,81.8,79.7,58.1,5.0,12033136.0
5293,Bucaramanga,Información,12.4,4.21,67.6,20,4.95,19.8,7.8,2,65.2,61.8,9.6,6.4,11700702.0
5294,Barranquilla,Comercio,6.5,64.44,45.0,16,3.74,27.4,2.6,1,55.8,44.5,26.7,5.7,6899617.0
5295,Bogotá,Financiero,8.1,29.76,58.5,7,6.46,11.9,10.6,2,71.8,66.2,0.5,6.7,9261771.0
5296,Manizales,Manufactura,3.6,71.22,69.5,8,4.43,28.3,11.3,1,68.2,65.0,91.1,6.6,8773094.0
5297,Bogotá,Comercio,4.1,52.57,65.5,5,3.63,18.8,11.5,3,64.9,73.7,2.0,6.9,8852532.0
5298,Cartagena,Información,4.0,76.21,69.0,18,5.51,25.9,4.0,2,65.0,68.2,34.2,8.4,11317041.0
5299,Bogotá,Comercio,24.2,61.47,60.3,6,3.93,21.1,6.7,1,70.3,68.9,87.2,6.3,8380695.0
5300,Cali,Hoteles,4.3,70.44,37.5,37,3.13,36.1,3.7,0,41.6,59.9,40.8,7.1,7759169.0
5301,Medellín,Manufactura,5.2,21.43,69.9,47,4.5,22.9,12.4,1,68.1,69.1,97.9,6.3,24511258.0
5302,Otras,Información,8.5,32.86,53.6,11,3.65,20.7,2.6,1,54.9,50.0,96.5,6.5,7353479.0
5303,Bogotá,Financiero,17.6,44.39,74.9,18,5.73,4.9,6.3,3,77.5,83.8,35.3,6.5,14371503.0
5304,Cartagena,Manufactura,6.0,62.83,52.6,98,3.22,20.2,9.1,1,60.6,67.1,16.7,6.4,19368629.0
5305,Cali,Minas,19.2,70.54,73.5,117,4.39,10.8,8.5,3,74.4,64.6,95.9,7.1,29853019.0
5306,Otras,Agricultura,5.7,60.75,33.3,4,2.9,26.1,13.7,0,47.5,39.6,82.5,5.7,4141674.0
5307,Medellín,Manufactura,9.4,21.49,74.1,7,5.09,18.2,7.8,0,60.1,74.2,3.3,6.2,8640484.0
5308,Barranquilla,Comercio,2.6,67.49,69.8,33,3.65,29.5,6.2,0,65.0,63.8,80.0,4.8,11084193.0
5309,Cali,Comercio,11.8,73.47,66.2,40,4.04,27.3,4.9,1,81.1,61.2,79.5,6.6,13734482.0
5310,Bucaramanga,Financiero,18.8,62.37,68.1,42,4.86,12.4,20.9,2,67.4,62.6,50.0,6.8,16720725.0
5311,Barranquilla,Financiero,13.6,40.04,71.0,17,4.83,6.6,10.7,1,61.1,51.7,39.8,6.3,10704173.0
5312,Manizales,Comercio,24.7,78.59,52.3,11,3.29,21.8,0.8,0,69.7,49.7,80.1,6.5,6885207.0
5313,Medellín,Comercio,9.3,28.64,69.3,23,4.37,30.5,11.1,3,80.8,64.0,93.8,6.6,12678603.0
5314,Medellín,Comercio,9.3,65.01,52.3,27,3.47,27.0,6.5,2,53.7,76.2,81.5,6.4,9056190.0
5315,Manizales,Comercio,10.7,15.41,41.2,17,3.12,34.5,18.7,1,56.7,58.7,92.4,7.0,7553068.0
5316,Manizales,Construcción,13.4,47.83,50.3,2,3.47,15.2,7.2,2,59.5,65.9,16.7,7.0,6711840.0
5317,Bucaramanga,Comercio,7.0,41.27,60.8,15,2.8,24.2,10.8,2,55.2,56.6,6.2,6.3,7861875.0
5318,Bogotá,Profesionales,4.0,57.73,71.6,1,4.85,15.1,13.9,1,72.2,83.8,68.7,6.4,8943758.0
5319,Cali,Comercio,12.0,23.42,50.2,19,3.92,24.0,2.8,1,60.9,52.5,7.3,5.7,8291168.0
5320,Barranquilla,Salud,8.7,12.15,56.5,28,4.18,20.8,12.2,1,49.1,56.4,43.5,5.2,10608954.0
5321,Medellín,Comercio,8.4,28.26,54.4,11,3.35,17.5,3.3,2,62.2,71.9,83.4,7.2,8036635.0
5322,Medellín,Información,8.9,77.31,77.7,3,5.19,15.9,13.3,0,72.9,84.6,20.1,5.9,9508651.0
